benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
simpleqa,simpleqa/simpleqa-1335,simpleqa-1335,0.9553302944424511,0.0446697055575489,28,easy,0.8571428571428573,0.8571428571428573,0.2498979383505128
simpleqa,simpleqa/simpleqa-2943,simpleqa-2943,0.9553302944424511,0.0446697055575489,28,easy,0.8714285714285716,0.8714285714285716,0.2461955419944869
hle,hle/hle/hle__67291a9877c129a9659171a5,hle/hle__67291a9877c129a9659171a5,0.9553634327531544,0.044636567246845615,14,hard,0.0785714285714285,0.1571428571428571,0.2987882064109379
dacode,dacode/dacode-plot-pie-016,dacode-plot-pie-016,0.9553733603389283,0.04462663966107172,16,medium,0.6357142857142858,0.5874999999999999,0.3966657913155608
hle,hle/hle/hle__66ebefa090db075818df99a9,hle/hle__66ebefa090db075818df99a9,0.9554654355449408,0.04453456445505921,14,hard,0.2607142857142857,0.3214285714285714,0.3706723070094035
hle,hle/hle/hle__66ed5e6a1d24f687ee9b06d1,hle/hle__66ed5e6a1d24f687ee9b06d1,0.9554654355449408,0.04453456445505921,13,hard,0.2589285714285715,0.3269230769230769,0.3876037749952037
research-code-bench,research-code-bench/advantage-alignment_proximal_surrogate,advantage-alignment_proximal_surrogate,0.9555408767915049,0.0444591232084951,23,medium,0.4571428571428571,0.4695652173913043,0.4777071893850563
hle,hle/hle/hle__6711eb4e1c08a07a8d243847,hle/hle__6711eb4e1c08a07a8d243847,0.9556382462686513,0.04436175373134865,12,easy,0.8833333214285715,0.72777775,0.3645985747078845
hle,hle/hle/hle__671aad4a17615f09eab6fe3d,hle/hle__671aad4a17615f09eab6fe3d,0.9556382462686513,0.04436175373134865,13,easy,0.8273809642857143,0.6282051538461538,0.4441155939049144
reasoning-gym,reasoning-gym/reasoning-gym-logic-syllogism-hard0292e21f-seed45-1,reasoning-gym-logic-syllogism-hard0292e21f-seed45-1,0.9557017467090257,0.044298253290974254,24,easy,0.9166666785714286,0.9027777916666668,0.227693059279003
usaco,usaco/381,381,0.955708021811514,0.04429197818848596,28,medium,0.6857142857142857,0.6857142857142857,0.3907084094622098
usaco,usaco/342,342,0.955708021811514,0.04429197818848596,28,easy,0.7214285714285715,0.7214285714285715,0.4082691189269496
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-fraction-simplification-hard0292e21f-seed45-1,reasoning-gym-arithmetic-fraction-simplification-hard0292e21f-seed45-1,0.9558164061569949,0.044183593843005076,24,easy,0.9399523928571428,0.9299444583333334,0.1773682838582805
hle,hle/hle/hle__6720c149c6e0d9a4953b6370,hle/hle__6720c149c6e0d9a4953b6370,0.9558473899286201,0.04415261007137994,13,hard,0.0952381071428571,0.2051282307692307,0.3009518496023916
lawbench,lawbench/lawbench-3-7-2-zero-shot,lawbench-3-7-2-zero-shot,0.9558721433418482,0.044127856658151776,26,easy,0.8857142857142856,0.8826923076923077,0.1299869133149029
bfcl,bfcl/bfcl-live-multiple-447-144-7,bfcl-live-multiple-447-144-7,0.9560526264468595,0.04394737355314049,26,saturated,0.9785714285714284,0.9769230769230768,0.0846153846153846
bfcl,bfcl/bfcl-simple-python-265,bfcl-simple-python-265,0.9560526264468595,0.04394737355314049,26,easy,0.9214285714285716,0.9153846153846156,0.223076923076923
research-code-bench,research-code-bench/schedule_free_gradient_evaluation_interpolation,schedule_free_gradient_evaluation_interpolation,0.9560802346276647,0.04391976537233533,22,medium,0.3053571428571429,0.3886363636363636,0.4592315266195499
research-code-bench,research-code-bench/semanticist_decode_multiple_tokens,semanticist_decode_multiple_tokens,0.9560802346276647,0.04391976537233533,22,hard,0.2785714285714286,0.3545454545454545,0.4303563774016227
hle,hle/hle/hle__67375e6f8b1cc52c211f95ce,hle/hle__67375e6f8b1cc52c211f95ce,0.9560809933348765,0.043919006665123494,12,easy,0.8410714285714284,0.7625000000000001,0.3247595264191645
hle,hle/hle/hle__67254b9b3f37dfb9cf080a95,hle/hle__67254b9b3f37dfb9cf080a95,0.9561520292759351,0.04384797072406488,13,frontier,0.0375,0.0807692307692307,0.1704501523550795
hle,hle/hle/hle__66ea99e17094e6aa0bc758e7,hle/hle__66ea99e17094e6aa0bc758e7,0.9561520292759351,0.04384797072406488,13,easy,0.9410714285714288,0.8730769230769231,0.2308974003046713
hle,hle/hle/hle__673ce9cde1efe52b26e2bbc8,hle/hle__673ce9cde1efe52b26e2bbc8,0.9561985887912099,0.04380141120879011,12,hard,0.2357142857142857,0.2833333333333333,0.3044424472765291
hle,hle/hle/hle__676e9656e3e0846ee73dbf9d,hle/hle__676e9656e3e0846ee73dbf9d,0.9561985887912099,0.04380141120879011,12,medium,0.4255952500000001,0.45972225,0.4011244947174807
hle,hle/hle/hle__671d25bc8258d39a94ba00fb,hle/hle__671d25bc8258d39a94ba00fb,0.9562015814686654,0.04379841853133459,13,hard,0.2726190357142857,0.3564102307692307,0.3872728719101844
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-prime-factorization-hard0292e21f-seed45-2,reasoning-gym-arithmetic-prime-factorization-hard0292e21f-seed45-2,0.9562124058085609,0.04378759419143907,23,easy,0.9304285714285714,0.915304347826087,0.2278745716745925
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-gcd-easy00cea0a5-seed45-0,reasoning-gym-arithmetic-gcd-easy00cea0a5-seed45-0,0.9562124058085609,0.04378759419143907,25,saturated,0.9738095357142856,0.97066668,0.0823649919160901
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_col.a592871d.lv1,pandas-dev__pandas.82fa2715.test_col.a592871d.lv1,0.9562334717013448,0.04376652829865524,20,frontier,0.0321428571428571,0.045,0.1203120941551596
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_vitpose.30ffd86e.lv1,huggingface__transformers.e2e8dbed.test_modeling_vitpose.30ffd86e.lv1,0.9562334717013448,0.04376652829865524,20,frontier,0.0392857142857142,0.055,0.1395528573695286
hle,hle/hle/hle__66e93893a3326adf2da92ef0,hle/hle__66e93893a3326adf2da92ef0,0.9562564775267015,0.04374352247329849,14,hard,0.2214285714285714,0.3428571428571429,0.4304719763805532
labbench,labbench/figqa-0146,figqa-0146,0.9562825785474324,0.04371742145256763,26,hard,0.2428571428571428,0.2615384615384615,0.3793485540288601
ineqmath,ineqmath/0,0,0.9562931376126497,0.04370686238735033,26,easy,0.9071428571428573,0.8999999999999999,0.2369680277038363
hle,hle/hle/hle__67184f90f86f5a009aa2ad5f,hle/hle__67184f90f86f5a009aa2ad5f,0.9563878045048942,0.043612195495105754,13,hard,0.2517857142857143,0.3115384615384616,0.3962098541438742
hle,hle/hle/hle__672189d1c98941f2d2d34400,hle/hle__672189d1c98941f2d2d34400,0.9563878045048942,0.043612195495105754,13,hard,0.2571428571428572,0.3230769230769231,0.3724221057510832
mmau,mmau/47ae81d9-8cb5-4267-9394-2f511cc84871,47ae81d9-8cb5-4267-9394-2f511cc84871,0.9564303890228031,0.043569610977196915,28,easy,0.9357142857142856,0.9357142857142856,0.2141666335794992
hle,hle/hle/hle__673a8f8f4e2e35b51a27fb03,hle/hle__673a8f8f4e2e35b51a27fb03,0.9564345077121856,0.04356549228781437,12,hard,0.2053571428571428,0.3458333333333334,0.4288834016632285
dacode,dacode/dacode-plot-bar-013,dacode-plot-bar-013,0.9564358282629047,0.04356417173709526,16,medium,0.6964285714285714,0.6187499999999999,0.4186567060253544
mmmlu,mmmlu/mmmlu-ja-jp-00093,mmmlu-ja-jp-00093,0.9564568137335067,0.04354318626649334,25,medium,0.6660714285714286,0.65,0.4069397989875161
aider-polyglot,aider-polyglot/polyglot_java_phone-number,polyglot_java_phone-number,0.9565099142212772,0.04349008577872282,27,hard,0.1071428571428571,0.1111111111111111,0.2793290019994786
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-count-bits-hard0292e21f-seed45-2,reasoning-gym-arithmetic-count-bits-hard0292e21f-seed45-2,0.9565561665220377,0.043443833477962324,24,easy,0.9303571428571428,0.9187499999999998,0.2164161211647598
dacode,dacode/dacode-data-sa-058,dacode-data-sa-058,0.9566452577329468,0.04335474226705316,17,easy,0.9,0.8352941176470587,0.2847933749861225
hle,hle/hle/hle__66ff44de2cfec1499ea021dd,hle/hle__66ff44de2cfec1499ea021dd,0.9566523969065213,0.04334760309347874,17,hard,0.1714285714285714,0.2823529411764706,0.3823076896299275
hle,hle/hle/hle__672b2749f64de603265f9fc4,hle/hle__672b2749f64de603265f9fc4,0.9567084031035801,0.043291596896419926,14,hard,0.0595237857142857,0.1190475714285714,0.1970875871454524
ineqmath,ineqmath/79,79,0.9569262247620891,0.043073775237910894,28,easy,0.8928571428571427,0.8928571428571427,0.2419099174553728
lawbench,lawbench/lawbench-3-4-21-zero-shot,lawbench-3-4-21-zero-shot,0.956970309915396,0.043029690084604,26,easy,0.7746158928571427,0.7665778846153845,0.2357607092336058
swe-lancer,swe-lancer/41885_1134,41885_1134,0.9569892880399845,0.04301071196001549,18,frontier,0.0309523928571428,0.0481481666666666,0.156829075700001
swe-lancer,swe-lancer/29851_717,29851_717,0.9569892880399845,0.04301071196001549,18,frontier,0.0309523928571428,0.0481481666666666,0.156829075700001
swe-lancer,swe-lancer/44429_1100,44429_1100,0.9569892880399845,0.04301071196001549,18,frontier,0.0309523928571428,0.0481481666666666,0.156829075700001
mmmlu,mmmlu/mmmlu-it-it-00087,mmmlu-it-it-00087,0.9570360657727016,0.042963934227298384,26,medium,0.6916666785714286,0.6679487307692308,0.4006917916144486
hle,hle/hle/hle__673f2753312f953d9f7fc051,hle/hle__673f2753312f953d9f7fc051,0.957062152360019,0.042937847639980986,12,hard,0.2714285714285714,0.3666666666666667,0.3901566636906542
hle,hle/hle/hle__66eae4e351a34eec5d943952,hle/hle__66eae4e351a34eec5d943952,0.9571304594236368,0.04286954057636316,17,hard,0.2690476071428571,0.3137254705882353,0.393917614830984
hle,hle/hle/hle__66fecc707183fdf40d11cb48,hle/hle__66fecc707183fdf40d11cb48,0.9571304594236368,0.04286954057636316,16,hard,0.2119047499999999,0.2958333125,0.3733993596283205
hle,hle/hle/hle__66ea12bd86227f91af18b88b,hle/hle__66ea12bd86227f91af18b88b,0.9571478375547343,0.042852162445265685,13,hard,0.1642857142857142,0.3538461538461538,0.4516897924893292
hle,hle/hle/hle__67241cbe9909a95d1bf7aa00,hle/hle__67241cbe9909a95d1bf7aa00,0.9571671758574214,0.04283282414257861,13,frontier,0.0309523571428571,0.0666666153846154,0.1254052167020289
aider-polyglot,aider-polyglot/polyglot_javascript_robot-name,polyglot_javascript_robot-name,0.9571908079956973,0.042809192004302665,27,easy,0.9357142857142858,0.9333333333333336,0.180534186769688
aider-polyglot,aider-polyglot/polyglot_javascript_wordy,polyglot_javascript_wordy,0.9571908079956973,0.042809192004302665,27,easy,0.8928571428571429,0.8888888888888888,0.257240820062005
arc-agi-2,arc-agi-2/28a6681f_0,28a6681f_0,0.9573205986247946,0.04267940137520543,28,hard,0.1428571428571428,0.1428571428571428,0.3110220151011034
arc-agi-2,arc-agi-2/36a08778_1,36a08778_1,0.9573205986247946,0.04267940137520543,27,hard,0.1142857142857143,0.1185185185185185,0.2509788792014432
arc-agi-2,arc-agi-2/e3721c99_1,e3721c99_1,0.9575075998942083,0.042492400105791694,27,hard,0.1428571428571428,0.1481481481481481,0.2643936044085148
arc-agi-2,arc-agi-2/e3721c99_0,e3721c99_0,0.9575075998942083,0.042492400105791694,27,hard,0.1071428571428571,0.1111111111111111,0.2393406580948668
simpleqa,simpleqa/simpleqa-1310,simpleqa-1310,0.9575099982900424,0.04249000170995765,28,easy,0.9,0.9,0.253546276418555
simpleqa,simpleqa/simpleqa-4296,simpleqa-4296,0.9575099982900424,0.04249000170995765,28,easy,0.9000000000000001,0.9000000000000001,0.2236067977499789
lawbench,lawbench/lawbench-3-3-2-zero-shot,lawbench-3-3-2-zero-shot,0.9575923088348507,0.04240769116514931,26,medium,0.5399998571428571,0.5377178076923077,0.1025876999011162
mmau,mmau/8bce5a39-959a-4192-a26d-ba88d862f94b,8bce5a39-959a-4192-a26d-ba88d862f94b,0.9576053768298952,0.042394623170104784,28,easy,0.9357142857142858,0.9357142857142858,0.2141666335794992
arc-agi-2,arc-agi-2/8f3a5a89_0,8f3a5a89_0,0.9576079927557472,0.04239200724425285,26,hard,0.2071428571428571,0.2230769230769231,0.3608832032535354
hle,hle/hle/hle__66f02e237e0e9c9b46db0db3,hle/hle__66f02e237e0e9c9b46db0db3,0.9576301779036501,0.042369822096349874,12,frontier,0.0476190357142857,0.1111110833333333,0.183249105230857
hle,hle/hle/hle__66ea814c5544860edb5aa9fa,hle/hle__66ea814c5544860edb5aa9fa,0.9576599421604856,0.042340057839514444,13,easy,0.8732142857142857,0.7269230769230769,0.3587453481957236
hle,hle/hle/hle__67252b9639b66386e0489e94,hle/hle__67252b9639b66386e0489e94,0.9576628933870254,0.04233710661297463,14,hard,0.1714285714285714,0.3428571428571429,0.4237827706911807
hle,hle/hle/hle__671edddb6edc2afd69958943,hle/hle__671edddb6edc2afd69958943,0.9577026015505664,0.04229739844943359,13,hard,0.0565476071428571,0.1217948461538461,0.1962669080896045
gpqa-diamond,gpqa-diamond/103,103,0.9577633606355753,0.04223663936442468,26,easy,0.9375,0.9326923076923076,0.1844650830479994
hle,hle/hle/hle__66eea759f76fda99cec44de6,hle/hle__66eea759f76fda99cec44de6,0.9578201799951016,0.042179820004898394,12,hard,0.07559525,0.1763889166666666,0.312728355208227
hle,hle/hle/hle__67367cbd06a61a42cae30293,hle/hle__67367cbd06a61a42cae30293,0.9578201799951016,0.042179820004898394,13,frontier,0.0357142857142857,0.0769230769230769,0.1918799105319869
crustbench,crustbench/crustbench-mdb,crustbench-mdb,0.957835255142552,0.04216474485744803,23,easy,0.8714285714285713,0.8434782608695653,0.3004722181421043
hle,hle/hle/hle__672a9c1acaf5258da118f254,hle/hle__672a9c1acaf5258da118f254,0.9578509573837177,0.04214904261628227,14,hard,0.1160714285714285,0.2321428571428571,0.3320489951007353
hle,hle/hle/hle__6719c431d5ad96a75c350fa5,hle/hle__6719c431d5ad96a75c350fa5,0.9578509573837177,0.04214904261628227,12,hard,0.0666666428571428,0.1555554999999999,0.2024540307524567
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-graph-color-hard0292e21f-seed45-1,reasoning-gym-algorithmic-graph-color-hard0292e21f-seed45-1,0.9579010314018926,0.042098968598107356,25,easy,0.9238095357142856,0.91466668,0.1842896091843965
reasoning-gym,reasoning-gym/reasoning-gym-graphs-largest-island-easy00cea0a5-seed45-2,reasoning-gym-graphs-largest-island-easy00cea0a5-seed45-2,0.9579010314018926,0.042098968598107356,25,easy,0.9398809642857142,0.93266668,0.1649565384376672
hle,hle/hle/hle__6725fbd80aae355a51195cca,hle/hle__6725fbd80aae355a51195cca,0.9579337441255756,0.04206625587442436,14,frontier,0.0190476071428571,0.0380952142857142,0.0966560374170613
simpleqa,simpleqa/simpleqa-591,simpleqa-591,0.9579374521511567,0.042062547848843335,28,easy,0.8642857142857144,0.8642857142857144,0.2930313070966573
simpleqa,simpleqa/simpleqa-3366,simpleqa-3366,0.9579374521511567,0.042062547848843335,28,easy,0.9089285714285714,0.9089285714285714,0.2244252864177151
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-count-bits-easy00cea0a5-seed45-1,reasoning-gym-arithmetic-count-bits-easy00cea0a5-seed45-1,0.9579573865694746,0.0420426134305254,27,easy,0.9285714285714288,0.925925925925926,0.1897221996276399
kumo,kumo/machinepartenv-t4-a6-v1-s1,machinepartenv-t4-a6-v1-s1,0.9580020815491844,0.041997918450815575,20,saturated,0.9785714285714284,0.97,0.0714142842854284
livecodebench,livecodebench/abc355_c,abc355_c,0.9580196455960609,0.0419803544039391,27,easy,0.9428571428571428,0.9407407407407408,0.1705313249366124
hle,hle/hle/hle__67114acc95aeb4d1c92426a5,hle/hle__67114acc95aeb4d1c92426a5,0.958145358227479,0.04185464177252096,15,hard,0.1357142857142857,0.2533333333333333,0.3612324582438418
hle,hle/hle/hle__66ea4076d1767539f1308fde,hle/hle__66ea4076d1767539f1308fde,0.958145358227479,0.04185464177252096,16,frontier,0.0428571428571428,0.075,0.1391941090707505
hle,hle/hle/hle__66f1a1fdccdf3d48cee44b17,hle/hle__66f1a1fdccdf3d48cee44b17,0.958405633057248,0.04159436694275198,12,medium,0.3232142857142856,0.4541666666666666,0.4150594000327611
livecodebench,livecodebench/abc351_f,abc351_f,0.9585086253795224,0.041491374620477584,28,easy,0.9,0.9,0.2591193878173864
hle,hle/hle/hle__6736b51358f461953a97e879,hle/hle__6736b51358f461953a97e879,0.9585225256084311,0.0414774743915689,13,frontier,0.0428571428571428,0.0923076923076923,0.1685300176938972
hle,hle/hle/hle__67120c351f4769bcbeaadd5a,hle/hle__67120c351f4769bcbeaadd5a,0.9585225256084311,0.0414774743915689,12,hard,0.0857142857142857,0.1999999999999999,0.282842712474619
hle,hle/hle/hle__66f883265b247a255a42fba1,hle/hle__66f883265b247a255a42fba1,0.958536731962216,0.041463268037783996,12,hard,0.1892857142857142,0.3083333333333333,0.3904235591707492
bigcodebench,bigcodebench/bigcodebench_360,bigcodebench_360,0.9585587314447465,0.04144126855525354,28,frontier,0.0142857142857142,0.0142857142857142,0.0515078753637712
bigcodebench,bigcodebench/bigcodebench_241,bigcodebench_241,0.9585587314447465,0.04144126855525354,28,hard,0.0857142857142857,0.0857142857142857,0.2356060357495806
ineqmath,ineqmath/31,31,0.95867282925214,0.041327170747859965,26,easy,0.8511905000000001,0.8397436153846154,0.2913304181810481
dacode,dacode/dacode-ml-multi-009,dacode-ml-multi-009,0.9586819754062409,0.041318024593759106,17,medium,0.5676296071428572,0.4954376470588235,0.2778762865449175
dacode,dacode/dacode-dm-csv-047,dacode-dm-csv-047,0.9586819754062409,0.041318024593759106,17,easy,0.8107142857142857,0.6882352941176471,0.3908999464902623
reasoning-gym,reasoning-gym/reasoning-gym-logic-syllogism-hard0292e21f-seed45-0,reasoning-gym-logic-syllogism-hard0292e21f-seed45-0,0.9587053946946141,0.04129460530538587,24,easy,0.9357142857142856,0.925,0.1613743060919757
mmau,mmau/6658e43e-f56d-44a2-ab80-6c73a40ee713,6658e43e-f56d-44a2-ab80-6c73a40ee713,0.9587330483066536,0.041266951693346376,28,saturated,0.95,0.95,0.197303247384759
hle,hle/hle/hle__66eb3aab27b19dd593af7ebe,hle/hle__66eb3aab27b19dd593af7ebe,0.9587651186957185,0.041234881304281545,13,hard,0.1476190714285714,0.3179487692307692,0.3817672790566674
hle,hle/hle/hle__671d42b4a2d3581545c21fec,hle/hle__671d42b4a2d3581545c21fec,0.9587998953437784,0.04120010465622159,13,easy,0.7011904642857144,0.5871794615384616,0.3881885473883527
ineqmath,ineqmath/51,51,0.958852657116026,0.041147342883974036,26,easy,0.9119047857142856,0.9051282307692308,0.2101469092597088
ineqmath,ineqmath/89,89,0.958852657116026,0.041147342883974036,26,easy,0.9023809642857143,0.8948718076923077,0.2187165826452157
mmmlu,mmmlu/mmmlu-en-us-00034,mmmlu-en-us-00034,0.9588849115311994,0.04111508846880063,25,medium,0.6642857142857144,0.624,0.4393449669678714
hle,hle/hle/hle__66e9249c953867e04c273db7,hle/hle__66e9249c953867e04c273db7,0.9589227885640736,0.04107721143592635,13,medium,0.3642857142857142,0.4961538461538461,0.4724980823980373
hle,hle/hle/hle__6778491dcbd83450e1018208,hle/hle__6778491dcbd83450e1018208,0.9590643280440994,0.04093567195590064,12,medium,0.6750001071428573,0.5972222500000001,0.3931021811764563
hle,hle/hle/hle__67c7405475ac82e0c70a0cfe,hle/hle__67c7405475ac82e0c70a0cfe,0.9590643280440994,0.04093567195590064,12,easy,0.7880952500000001,0.6722222499999999,0.3880347759488671
spreadsheetbench,spreadsheetbench/41265,41265,0.9591264009951951,0.04087359900480492,28,easy,0.8910714285714285,0.8910714285714285,0.2485865656310592
spreadsheetbench,spreadsheetbench/109-21,109-21,0.9591264009951951,0.04087359900480492,28,easy,0.8785714285714287,0.8785714285714287,0.2845512041006012
hle,hle/hle/hle__6739674739118cf30f5f1075,hle/hle__6739674739118cf30f5f1075,0.959312047188101,0.040687952811898964,12,frontier,0.0428571428571428,0.1,0.1914854215512676
dacode,dacode/dacode-ml-binary-005,dacode-ml-binary-005,0.9593480160233259,0.04065198397667413,16,easy,0.8139335357142858,0.7404991875000001,0.2845512544413613
labbench,labbench/figqa-0062,figqa-0062,0.9594161851681936,0.0405838148318064,27,hard,0.1714285714285714,0.1777777777777777,0.3456966485800899
hle,hle/hle/hle__67a47bc3957a497a8448ac2f,hle/hle__67a47bc3957a497a8448ac2f,0.959482728118845,0.04051727188115495,12,hard,0.0928571428571428,0.2166666666666666,0.3507927529974865
hle,hle/hle/hle__673fce92f7f86aa77259187a,hle/hle__673fce92f7f86aa77259187a,0.9595077657534572,0.0404922342465428,12,hard,0.08809525,0.2055555833333333,0.3132368266470431
hle,hle/hle/hle__66f042e57cd17eb270eb9ccb,hle/hle__66f042e57cd17eb270eb9ccb,0.9595441494305126,0.04045585056948742,15,hard,0.0928571428571428,0.1733333333333333,0.3255081497528988
dacode,dacode/dacode-data-sa-022,dacode-data-sa-022,0.9596199748668305,0.04038002513316952,18,easy,0.8214285714285714,0.7222222222222222,0.3951870943061942
dacode,dacode/dacode-dm-csv-007,dacode-dm-csv-007,0.9596199748668305,0.04038002513316952,17,easy,0.8428571428571429,0.7411764705882353,0.4102493123332399
ineqmath,ineqmath/4,4,0.9597026992587578,0.04029730074124216,28,easy,0.9285714285714286,0.9285714285714286,0.1687287401573959
ineqmath,ineqmath/23,23,0.9597026992587578,0.04029730074124216,26,easy,0.932142857142857,0.926923076923077,0.183046215912166
hle,hle/hle/hle__673d04026d3e62d37824922e,hle/hle__673d04026d3e62d37824922e,0.9598081316593152,0.04019186834068478,12,hard,0.0607142857142857,0.1416666666666666,0.2956865833201695
hle,hle/hle/hle__6687ffb1091058ff19128813,hle/hle__6687ffb1091058ff19128813,0.9598094854670159,0.040190514532984056,14,hard,0.0833333214285714,0.1666666428571428,0.2978760661645346
hle,hle/hle/hle__6730ab9b1c5695f59ab6a5e8,hle/hle__6730ab9b1c5695f59ab6a5e8,0.9598094854670159,0.040190514532984056,12,hard,0.0779761785714285,0.1819444166666667,0.2477171841393118
swebench-verified,swebench-verified/django__django-15278,django__django-15278,0.9598439831271868,0.04015601687281323,28,easy,0.8642857142857142,0.8642857142857142,0.3119229365842578
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-word-sorting-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-word-sorting-easy00cea0a5-seed45-2,0.9599631279980825,0.04003687200191752,25,easy,0.9122023571428572,0.90166664,0.2097883252762898
mmmlu,mmmlu/mmmlu-ar-xy-00003,mmmlu-ar-xy-00003,0.9599735162152252,0.0400264837847748,27,medium,0.6690476428571428,0.6567901481481481,0.4019310200979031
hle,hle/hle/hle__6720cd0acf47ec0733864dd8,hle/hle__6720cd0acf47ec0733864dd8,0.9600051441396185,0.03999485586038154,13,hard,0.2660714285714285,0.3423076923076923,0.4168776586104377
dacode,dacode/dacode-plot-line-018,dacode-plot-line-018,0.9600089071062106,0.03999109289378944,16,hard,0.1714285714285714,0.3,0.4242640687119285
dacode,dacode/dacode-di-text-042,dacode-di-text-042,0.9600089071062106,0.03999109289378944,17,hard,0.1785714285714285,0.2941176470588235,0.4122685992455349
hle,hle/hle/hle__6725228e097e1ef2c46767ee,hle/hle__6725228e097e1ef2c46767ee,0.9600306365492314,0.039969363450768625,15,hard,0.0999999999999999,0.1866666666666666,0.3757067414294766
hle,hle/hle/hle__66eb1706d3b17bc68156e3e3,hle/hle__66eb1706d3b17bc68156e3e3,0.9600515008853933,0.03994849911460674,13,medium,0.3053571428571428,0.4269230769230769,0.4326196520196574
arc-agi-2,arc-agi-2/7b5033c1_0,7b5033c1_0,0.9600551926127592,0.03994480738724082,26,hard,0.2071428571428571,0.2230769230769231,0.3608832032535354
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-prime-factorization-easy00cea0a5-seed45-0,reasoning-gym-arithmetic-prime-factorization-easy00cea0a5-seed45-0,0.9600833503949223,0.03991664960507768,25,saturated,0.9666666785714284,0.96266668,0.1051221136266656
lawbench,lawbench/lawbench-3-7-5-one-shot,lawbench-3-7-5-one-shot,0.9600993177828675,0.0399006822171325,26,easy,0.9,0.8946153846153846,0.2235075419348867
lawbench,lawbench/lawbench-3-7-6-zero-shot,lawbench-3-7-6-zero-shot,0.9600993177828675,0.0399006822171325,26,easy,0.8810714285714286,0.8761538461538462,0.1854532270096263
ineqmath,ineqmath/58,58,0.9602034931997532,0.03979650680024682,28,easy,0.8571428571428571,0.8571428571428571,0.2569443678372136
hle,hle/hle/hle__6725ee9126992c47ce3a7eb5,hle/hle__6725ee9126992c47ce3a7eb5,0.9602080981024742,0.039791901897525794,14,hard,0.1232142857142857,0.2464285714285714,0.3558010508066299
hle,hle/hle/hle__67255fa498350d726c7c9456,hle/hle__67255fa498350d726c7c9456,0.9602606306567493,0.03973936934325073,13,hard,0.1142857142857143,0.2461538461538461,0.3692307692307692
hle,hle/hle/hle__66e926cd0a94aa76a5ed8df8,hle/hle__66e926cd0a94aa76a5ed8df8,0.9602837873074342,0.039716212692565755,13,hard,0.2714285714285714,0.3538461538461538,0.4087793924795821
hle,hle/hle/hle__66ec5c9bf633b774fa320b36,hle/hle__66ec5c9bf633b774fa320b36,0.9602997683394434,0.039700231660556584,13,hard,0.1047619285714285,0.2256410769230769,0.3121894315269944
hle,hle/hle/hle__66f0f65fd23ed0ac5f43b260,hle/hle__66f0f65fd23ed0ac5f43b260,0.9602997683394434,0.039700231660556584,12,hard,0.2142857142857142,0.3666666666666667,0.4229525846816507
dacode,dacode/dacode-data-sa-025,dacode-data-sa-025,0.9603031008824979,0.03969689911750207,17,easy,0.9327381071428572,0.8892157058823529,0.228159795898495
usaco,usaco/1251,1251,0.9603107910658295,0.039689208934170495,28,easy,0.7839285714285714,0.7839285714285714,0.3622976211991056
ineqmath,ineqmath/1,1,0.9603555690692163,0.039644430930783736,26,easy,0.9125,0.9057692307692308,0.2505098351657932
livecodebench,livecodebench/1873_d,1873_d,0.9604458847974638,0.039554115202536155,28,saturated,0.95,0.95,0.156980435541685
hle,hle/hle/hle__66ed96aec2becb9452e4d7b1,hle/hle__66ed96aec2becb9452e4d7b1,0.9604825119956365,0.0395174880043635,13,easy,0.7142857142857143,0.6153846153846154,0.4035346784185847
labbench,labbench/figqa-0128,figqa-0128,0.960638849945974,0.03936115005402596,26,hard,0.2946428571428571,0.3173076923076923,0.419005761777051
hle,hle/hle/hle__673655e9e0cba9404f8fa465,hle/hle__673655e9e0cba9404f8fa465,0.9606469987111644,0.039353001288835565,13,hard,0.275,0.3615384615384615,0.406274748904769
hle,hle/hle/hle__673966c85558387c37dd7b7d,hle/hle__673966c85558387c37dd7b7d,0.9606974414233937,0.03930255857660625,12,medium,0.3184523928571429,0.40972225,0.3412571150843415
usaco,usaco/246,246,0.9607029427512754,0.039297057248724565,28,easy,0.8,0.8,0.3380617018914066
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-gsm-symbolic-hard0292e21f-seed45-0,reasoning-gym-arithmetic-gsm-symbolic-hard0292e21f-seed45-0,0.9607133824401046,0.039286617559895376,23,easy,0.9357857142857142,0.9218260869565218,0.1530341400313109
research-code-bench,research-code-bench/llm-sci-use_alpha_estimation,llm-sci-use_alpha_estimation,0.9607190311581795,0.03928096884182053,22,hard,0.0857142857142857,0.1090909090909091,0.2609581835346786
